USAF,STATION_NAME,COUNTRY,LATITUDE,LONGITUDE,ELEVATION,TIMEZONE,ALIAS(ENG),ALIAS(CH),COMMENTS
671610,TOLIARA                       ,MADAGASCAR                      ,-23.383,43.728,8.8,3,,,
671970,TOLAGNARO                     ,MADAGASCAR                      ,-25.038,46.956,8.8,3,,,
672970,BEIRA                         ,MOZAMBIQUE                      ,-19.796,34.908,10.1,2,,,
673410,MAPUTO                        ,MOZAMBIQUE                      ,-25.921,32.573,44.2,2,,,
674750,KASAMA                        ,ZAMBIA                          ,-10.217,31.133,1384,2,,,
676330,MONGU                         ,ZAMBIA                          ,-15.255,23.162,1063.1,2,,,
676650,LUSAKA INTL                   ,ZAMBIA                          ,-15.333,28.45,1151.8,2,,,
677750,HARARE INTL                   ,ZIMBABWE                        ,-17.932,31.093,1489.6,2,,,
679510,PLUMTREE                      ,ZIMBABWE                        ,-20.483,27.8,1390,2,,,
679770,BUFFALO RANGE                 ,ZIMBABWE                        ,-21.008,31.579,433.1,2,,,
680040,OTJIWARONGO                   ,NAMIBIA                         ,-20.43,16.67,1475,1,,,
680320,MAUN                          ,BOTSWANA                        ,-19.973,23.431,942.7,2,,,
681100,WINDHOEK/EROS(SAAF)           ,NAMIBIA                         ,-22.567,17.1,1725,1,,,
681820,LEVUBU                        ,SOUTH AFRICA                    ,-23.083,30.283,706,2,,,
682440,GABORONE                      ,BOTSWANA                        ,-24.667,25.917,1000,2,,哈博罗内,
683000,LUDERITZ (DIAZ POINT)         ,NAMIBIA                         ,-26.683,15.25,139,1,,科尔芒斯科普,
683120,KEETMANSHOOP                  ,NAMIBIA                         ,-26.54,18.111,1068.6,1,,基特曼斯胡普,
683220,TWEE RIVIEREN                 ,SOUTH AFRICA                    ,-26.467,20.617,879,2,,哈拉哈迪跨国公园野营地,
683680,JOHANNESBURG INTL             ,SOUTH AFRICA                    ,-26.139,28.246,1694.1,2,JOHANNESBURG,约翰内斯堡,
684080,PORT NOLLOTH                  ,SOUTH AFRICA                    ,-29.233,16.867,10,2,,诺洛斯港,
684160,POFADDER                      ,SOUTH AFRICA                    ,-29.133,19.383,990,2,POFADDER                      ,波法德尔,
684240,UPINGTON                      ,SOUTH AFRICA                    ,-28.399,21.26,850.7,2,,伯尔特方丹,
684420,BLOEMFONTEIN INTL             ,SOUTH AFRICA                    ,-29.093,26.302,1358.8,2,,布隆方丹,
684540,MEJAMETALANA                  ,LESOTHO                         ,-29.304,27.503,1556,2,MASERU,马塞卢,
684560,QACHA'S NEK                   ,LESOTHO                         ,-30.067,28.7,1970,2,,,
685880,DURBAN INTL                   ,SOUTH AFRICA                    ,-29.97,30.951,10.1,2,DURBAN,德班,
687270,BEAUFORT WEST                 ,SOUTH AFRICA                    ,-32.35,22.55,899,2,,博福特西,
688170,CAPE TOWN - PORTNET           ,SOUTH AFRICA                    ,-33.9,18.433,2,2,CAPE TOWN,开普敦,
688420,PORT ELIZABETH INTL           ,SOUTH AFRICA                    ,-33.985,25.617,68.9,2,PORT ELIZABETH,伊丽莎白港,
689200,CAPE AGULHAS                  ,SOUTH AFRICA                    ,-34.833,20.017,14,2,AGULHAS,阿古拉斯,
531490,MANDAL                        ,CHINA        ,42.5333333,110.1333333,1223,8,MANDULA,满都拉,
535430,DONGSHENG                     ,CHINA        ,39.8333333,109.9833333,1459,8,EERDUOSI,鄂尔多斯,
723840,MEADOWS FIELD AIRPORT         ,UNITED STATES,35.4344,-119.0542,149.05,-8,BAKERSFIELD,贝克斯菲尔德,
723860,MCCARRAN INTERNATIONAL AIRPORT,UNITED STATES,36.0719,-115.1634,664.46,-8,LAS VEGAS,,
979000,SAUMLAKI,INDONESIA              ,-7.9833333,131.3,24,9,萨温拉基,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
